conversation_id,message_id,customer_id,timestamp,promise_text,action,amount,deadline_text,normalized_deadline,detected_status,days_overdue,detected_broken_promise,fulfilled,fulfillment_message_id,fulfillment_similarity
CONV-000893,MSG-000893-02,CUST-0463,2026-05-07 09:32:00,"Quick note on ticket 263902: I will raise this with the engineering queue within 24 hours, then ill update u. thx",raise this with the engineering queue,,within 24 hours,2026-05-08 09:32:00,overdue,123.2840734646412,1,False,,0.0
CONV-000896,MSG-000896-03,CUST-0215,2026-01-12 19:34:00,"In this account context, I’ll send the corrected invoice within 24 hours, then I’ll update you.",send the corrected invoice,,within 24 hours,2026-01-13 19:34:00,overdue,237.86601790916666,1,False,,0.0
CONV-000897,MSG-000897-04,CUST-0739,2026-02-05 05:50:01,"In this account context, I can take this forward and attach the requested export by Friday. thx",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-000898,MSG-000898-03,CUST-0936,2026-04-01 06:11:01,"In this account context, I will review the account history today, then ill update u. thx",review the account history,,today,2026-04-01 00:00:00,overdue,160.68129568702545,1,False,,0.0
CONV-000898,MSG-000898-05,CUST-0936,2026-04-01 06:29:01,"For case 461877, Leave this with me — I’ll arrange a replacement unit today.",arrange a replacement unit,,today,2026-04-01 00:00:00,overdue,160.68129568710648,1,False,,0.0
CONV-000899,MSG-000899-05,CUST-0263,2026-05-17 04:25:00,"For the record, I can take this forward and send a written explanation then circle back here. thx",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-000900,MSG-000900-01,CUST-0496,2026-07-27 14:41:00,"On the support thread, I’m going to check the delivery scan today.",check the delivery scan,,today,2026-07-27 00:00:00,overdue,43.6812956871875,1,False,,0.0
CONV-000901,MSG-000901-02,CUST-0642,2026-03-20 08:21:00,"Looking at request 541067, Count on me to review the account history with the next step.",review the account history,,,,no_deadline,0.0,0,False,,0.0
CONV-000901,MSG-000901-05,CUST-0642,2026-03-20 08:43:02,"On the support thread, Let me send a written explanation by Friday, then ill update u. thx",send a written explanation,,,,no_deadline,0.0,0,False,,0.0
CONV-000902,MSG-000902-01,CUST-0132,2026-04-27 15:57:00,"On the support thread, i will update the access settings — by friday.",update the access settings,,,,no_deadline,0.0,0,False,,0.0
CONV-000902,MSG-000902-02,CUST-0132,2026-04-27 16:03:00,"Looking at request 588581, Hi — I will call you with the outcome with the next step.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-000902,MSG-000902-03,CUST-0132,2026-04-27 16:05:00,"For case 596500, I’m going to send a written explanation tomorrow.",send a written explanation,,tomorrow,2026-04-28 00:00:00,overdue,133.68129568728008,1,False,,0.0
CONV-000902,MSG-000902-04,CUST-0132,2026-04-27 16:24:00,"Looking at request 604419, Count on me to review the account history today, then I’ll update you.",review the account history,,today,2026-04-27 00:00:00,overdue,134.68129568734955,1,False,,0.0
CONV-000904,MSG-000904-04,CUST-0663,2026-01-21 19:43:01,Regarding reference 675690: Count on me to coordinate the refund review — today. thx,coordinate the refund review,,today,2026-01-21 00:00:00,overdue,230.68129568743055,1,False,,0.0
CONV-000904,MSG-000904-05,CUST-0663,2026-01-21 20:01:00,"In this account context, Leave this with me — I’ll ask our security team to verify the login — later this week.",ask our security team to verify the login,,this week,2026-01-27 00:00:00,overdue,224.68129568751155,1,False,,0.0
CONV-000905,MSG-000905-01,CUST-0721,2026-04-03 22:23:00,"Looking at request 707366, ill personally confirm the cancellation details tomorrow. thx",confirm the cancellation details,,tomorrow,2026-04-04 00:00:00,overdue,157.681295687581,1,False,,0.0
CONV-000905,MSG-000905-04,CUST-0721,2026-04-03 22:51:01,"For case 731123, Count on me to attach the requested export — within 24 hours. thx",attach the requested export,,within 24 hours,2026-04-04 22:51:01,overdue,156.72920078025462,1,False,,0.0
CONV-000907,MSG-000907-02,CUST-0861,2026-05-18 05:27:00,"In this account context, I will send the corrected invoice — tomorrow. thx",send the corrected invoice,,tomorrow,2026-05-19 00:00:00,overdue,112.68129568774305,1,False,,0.0
CONV-000908,MSG-000908-01,CUST-0194,2026-01-19 04:49:00,"On the support thread, Count on me to attach the requested export — within 24 hours. I know this has been frustrating.",attach the requested export,,within 24 hours,2026-01-20 04:49:00,overdue,231.48060124336806,1,False,,0.0
CONV-000908,MSG-000908-04,CUST-0194,2026-01-19 05:16:00,"In this account context, ill make sure I raise this with the engineering queue today. thx",raise this with the engineering queue,,today,2026-01-19 00:00:00,overdue,232.68129568789354,1,False,,0.0
CONV-000908,MSG-000908-05,CUST-0194,2026-01-19 05:45:00,Regarding reference 841989: Let me trace the failed payment — within 24 hours.,trace the failed payment,,within 24 hours,2026-01-20 05:45:00,overdue,231.4417123546412,1,False,,0.0
CONV-000909,MSG-000909-02,CUST-0831,2026-01-29 23:59:00,"On the current thread (881584), Count on me to ask our security team to verify the login within 24 hours, then ill update u. thx",ask our security team to verify the login,,within 24 hours,2026-01-30 23:59:00,overdue,220.6819901324884,1,False,,0.0
CONV-000910,MSG-000910-01,CUST-0001,2026-05-13 09:09:00,"For the record, I can take this forward and call you with the outcome by Friday, then I’ll update you.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-000910,MSG-000910-02,CUST-0001,2026-05-13 09:13:00,"Looking at request 913260, I can take this forward and review the account history tomorrow. thx",review the account history,,tomorrow,2026-05-14 00:00:00,overdue,117.681295688125,1,False,,0.0
CONV-000912,MSG-000912-01,CUST-0783,2026-06-09 04:48:00,"For the record, I’ll confirm the cancellation details later this week, then I’ll update you.",confirm the cancellation details,,this week,2026-06-15 00:00:00,overdue,85.68129568820602,1,False,,0.0
CONV-000912,MSG-000912-07,CUST-0783,2026-06-09 05:12:00,"For case 984531, I’m going to send the corrected invoice later this week, then I’ll update you.",send the corrected invoice,,this week,2026-06-15 00:00:00,overdue,85.68129568828704,1,False,,0.0
CONV-000913,MSG-000913-02,CUST-0199,2026-03-22 21:30:00,"On the current thread (008305), Count on me to update the access settings today, then I’ll update you.",update the access settings,,today,2026-03-22 00:00:00,overdue,170.68129568835647,1,False,,0.0
CONV-000913,MSG-000913-03,CUST-0199,2026-03-22 21:38:00,"In this account context, I’ll review the account history — tomorrow.",review the account history,,tomorrow,2026-03-23 00:00:00,overdue,169.6812956884375,1,False,,0.0
CONV-000914,MSG-000914-02,CUST-0233,2026-08-05 09:19:00,"On the current thread (039981), I’m going to confirm the cancellation details then circle back here.",confirm the cancellation details,,,,no_deadline,0.0,0,False,,0.0
CONV-000915,MSG-000915-05,CUST-0267,2026-01-30 22:34:00,"On the current thread (079576), I’m going to check the delivery scan today, then I’ll update you.",check the delivery scan,,today,2026-01-30 00:00:00,overdue,221.6812956885185,1,False,,0.0
CONV-000916,MSG-000916-02,CUST-0707,2026-04-13 10:41:00,Regarding reference 095414: I’ll personally send a written explanation later this week.,send a written explanation,,this week,2026-04-19 00:00:00,overdue,142.68129568859953,1,False,,0.0
CONV-000917,MSG-000917-01,CUST-0446,2026-02-17 15:02:00,Regarding reference 111252: Leave this with me — I’ll send the corrected invoice and keep you posted. I know this has been frustrating.,send the corrected invoice,,,,no_deadline,0.0,0,False,,0.0
CONV-000917,MSG-000917-02,CUST-0446,2026-02-17 15:11:00,Regarding reference 119171: Let me send the corrected invoice — tomorrow.,send the corrected invoice,,tomorrow,2026-02-18 00:00:00,overdue,202.68129568868054,1,False,,0.0
CONV-000917,MSG-000917-03,CUST-0446,2026-02-17 15:14:00,"For case 127090, I’m going to attach the requested export by Friday, then I’ll update you.",attach the requested export,,,,no_deadline,0.0,0,False,,0.0
CONV-000919,MSG-000919-02,CUST-0228,2026-06-10 05:24:00,"For the record, I’ll personally coordinate the refund review as soon as I hear back.",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-000920,MSG-000920-03,CUST-0059,2026-04-28 13:41:01,"For case 237956, I’m going to update the access settings — today.",update the access settings,,today,2026-04-28 00:00:00,overdue,133.68129568876157,1,False,,0.0
CONV-000920,MSG-000920-05,CUST-0059,2026-04-28 14:03:00,"On the support thread, I can take this forward and send the corrected invoice today.",send the corrected invoice,,today,2026-04-28 00:00:00,overdue,133.6812956888426,1,False,,0.0
CONV-000920,MSG-000920-06,CUST-0059,2026-04-28 14:03:01,"Regarding reference 261713: I’ll personally ask our security team to verify the login later this week, then I’ll update you.",ask our security team to verify the login,,this week,2026-05-04 00:00:00,overdue,127.68129568892361,1,False,,0.0
CONV-000925,MSG-000925-04,CUST-0124,2026-02-28 10:54:00,"For case 420093, Hi — I can take this forward and send the corrected invoice — tomorrow.",send the corrected invoice,,tomorrow,2026-03-01 00:00:00,overdue,191.68129568899306,1,False,,0.0
CONV-000925,MSG-000925-07,CUST-0124,2026-02-28 11:52:01,"Looking at request 443850, I’ll send the corrected invoice — tomorrow.",send the corrected invoice,,tomorrow,2026-03-01 00:00:00,overdue,191.68129568907406,1,False,,0.0
CONV-000926,MSG-000926-03,CUST-0787,2026-04-16 00:04:00,"For case 467607, Count on me to coordinate the refund review tomorrow, then I’ll update you.",coordinate the refund review,,tomorrow,2026-04-17 00:00:00,overdue,144.6812956891551,1,False,,0.0
CONV-000928,MSG-000928-06,CUST-0910,2026-08-17 05:12:01,"On the current thread (562635), Count on me to trace the failed payment today, then ill update u. thx",trace the failed payment,,today,2026-08-17 00:00:00,overdue,22.68129568923611,1,False,,0.0
CONV-000928,MSG-000928-07,CUST-0910,2026-08-17 05:40:00,"On the support thread, I’ll personally trace the failed payment by Friday, then I’ll update you. I know this has been frustrating.",trace the failed payment,,,,no_deadline,0.0,0,False,,0.0
CONV-000929,MSG-000929-02,CUST-0850,2026-04-04 03:45:00,"Looking at request 594311, I will review the account history — tomorrow.",review the account history,,tomorrow,2026-04-05 00:00:00,overdue,156.68129568931712,1,False,,0.0
CONV-000930,MSG-000930-05,CUST-0192,2026-06-16 20:49:01,Quick note on ticket 665582: I will update the access settings tomorrow. I know this has been frustrating.,update the access settings,,tomorrow,2026-06-17 00:00:00,overdue,83.68129568938657,1,False,,0.0
CONV-000931,MSG-000931-02,CUST-0123,2026-06-26 03:35:00,"In this account context, I can take this forward and check the delivery scan by Friday. I know this has been frustrating.",check the delivery scan,,,,no_deadline,0.0,0,False,,0.0
CONV-000931,MSG-000931-06,CUST-0123,2026-06-26 03:56:00,"For the record, Count on me to share the diagnostic notes today.",share the diagnostic notes,,today,2026-06-26 00:00:00,overdue,74.68129568946759,1,False,,0.0
CONV-000931,MSG-000931-08,CUST-0123,2026-06-26 04:50:01,Quick note on ticket 752691: i can take this forward and coordinate the refund review after i verify the details.,coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-000934,MSG-000934-01,CUST-0435,2026-03-23 09:17:00,"For case 800205, Hi — I’ll raise this with the engineering queue by Friday, then I’ll update you.",raise this with the engineering queue,,,,no_deadline,0.0,0,False,,0.0
CONV-000934,MSG-000934-02,CUST-0435,2026-03-23 09:31:00,Quick note on ticket 808124: Hi — Let me trace the failed payment — today.,trace the failed payment,,today,2026-03-23 00:00:00,overdue,169.6812956895602,1,False,,0.0
CONV-000935,MSG-000935-01,CUST-0876,2026-06-05 22:07:00,Regarding reference 831881: Count on me to check the delivery scan — tomorrow.,check the delivery scan,,tomorrow,2026-06-06 00:00:00,overdue,94.68129568962964,1,False,,0.0
CONV-000935,MSG-000935-05,CUST-0876,2026-06-05 22:49:01,"Looking at request 863557, Leave this with me — I’ll send the corrected invoice — today.",send the corrected invoice,,today,2026-06-05 00:00:00,overdue,95.68129568971065,1,False,,0.0
CONV-000936,MSG-000936-01,CUST-0300,2026-07-06 03:00:00,Quick note on ticket 871476: I will review the account history before the end of my shift.,review the account history,,,,no_deadline,0.0,0,False,,0.0
CONV-000936,MSG-000936-04,CUST-0300,2026-07-06 03:28:01,"On the support thread, i’ll personally check the delivery scan — today.",check the delivery scan,,today,2026-07-06 00:00:00,overdue,64.68129568979167,1,False,,0.0
CONV-000937,MSG-000937-01,CUST-0021,2026-06-10 05:51:00,"Looking at request 903152, ill make sure I ask our security team to verify the login within 24 hours. thx",ask our security team to verify the login,,within 24 hours,2026-06-11 05:51:00,overdue,89.43754568987268,1,False,,0.0
CONV-000937,MSG-000937-03,CUST-0021,2026-06-10 06:09:00,"In this account context, leave this with me — i’ll share the diagnostic notes tomorrow, then i’ll update you.",share the diagnostic notes,,tomorrow,2026-06-11 00:00:00,overdue,89.6812956899537,1,False,,0.0
CONV-000938,MSG-000938-02,CUST-0561,2026-06-27 20:17:00,"On the current thread (942747), I will coordinate the refund review by Friday, then I’ll update you.",coordinate the refund review,,,,no_deadline,0.0,0,False,,0.0
CONV-000939,MSG-000939-02,CUST-0689,2026-02-16 08:33:00,"On the support thread, Leave this with me — I’ll call you with the outcome by Friday.",call you with the outcome,,,,no_deadline,0.0,0,False,,0.0
CONV-000940,MSG-000940-01,CUST-0674,2026-05-27 23:48:00,"On the current thread (037792), Hi — I’ll personally trace the failed payment tomorrow, then I’ll update you.",trace the failed payment,,tomorrow,2026-05-28 00:00:00,overdue,103.68129569003473,1,False,,0.0
CONV-000940,MSG-000940-05,CUST-0674,2026-05-28 00:16:02,"Looking at request 069468, i’m going to restore the missing entitlement after i verify the details.",restore the missing entitlement,,,,no_deadline,0.0,0,False,,0.0
CONV-000941,MSG-000941-02,CUST-0445,2026-08-04 21:20:00,"Looking at request 101144, Hi — I’m going to review the account history by Friday, then I’ll update you.",review the account history,,,,no_deadline,0.0,0,False,,0.0
